Date,ID,Customer_Name,Product_ID,Product,Sales
6/22/19,C112,Jason Gray,941254104-X,Element Training,724
11/11/19,C108,Gerald Henry,094714157-X,Consulting,48
7/29/19,C196,Jeremy Porter,847676762-5,Linux Consulting,375
9/27/19,C214,Wayne Gordon,281914369-5,Web Hosting,517
7/10/19,C151,Antonio Morris,271951398-9,Power BI Consulting,834
10/12/19,C219,Charles Fields,949632246-8,Azure Consulting,48
11/12/19,C035,Carl Nguyen,271951398-9,Power BI Consulting,621
12/23/19,C244,Harry Hudson,941254104-X,Element Training,269
9/26/19,C168,Benjamin Carpenter,281914369-5,Web Hosting,353
8/14/19,C174,Peter Wells,733547075-7,Web Design,501
3/3/19,C215,Joseph Lopez,941254104-X,Element Training,506
11/13/19,C158,Daniel Barnes,949632246-8,Azure Consulting,64
11/29/19,C187,Christopher Wright,094714157-X,Consulting,897
10/19/19,C117,Jason Hudson,733547075-7,Web Design,309
10/12/19,C191,Nicholas Ward,271951398-9,Power BI Consulting,937
11/4/19,C090,Brian Warren,847676762-5,Linux Consulting,432
10/29/19,C079,Michael Lewis,949632246-8,Azure Consulting,936
10/14/19,C120,Juan Lawrence,949632246-8,Azure Consulting,929
11/10/19,C159,Steven Howard,782417101-9,AWS Consulting,56
9/20/19,C068,Todd Davis,094714157-X,Consulting,391
1/30/19,C046,Douglas Tucker,788959641-3,Networking,537
8/10/19,C056,Aaron Day,788959641-3,Networking,995
11/23/19,C116,Brandon Martin,281914369-5,Web Hosting,547
5/12/19,C177,Todd Watson,782417101-9,AWS Consulting,34
2/27/19,C112,Jason Gray,281914369-5,Web Hosting,459
8/12/19,C067,Gerald Alvarez,782417101-9,AWS Consulting,994
5/25/19,C051,Carlos Miller,281914369-5,Web Hosting,524
7/20/19,C005,Gregory Simmons,949632246-8,Azure Consulting,429
10/8/19,C210,Samuel Palmer,847676762-5,Linux Consulting,509
7/1/19,C037,Paul Holmes,271951398-9,Power BI Consulting,336
11/6/19,C195,Ernest Knight,941254104-X,Element Training,345
2/21/19,C260,Edward Walker,941254104-X,Element Training,804
6/2/19,C075,Paul Chapman,271951398-9,Power BI Consulting,113
7/22/19,C193,Victor Gutierrez,782417101-9,AWS Consulting,559
12/1/19,C020,Steve Diaz,847676762-5,Linux Consulting,853
6/10/19,C243,Earl Franklin,782417101-9,AWS Consulting,902
3/26/19,C245,Anthony Parker,941254104-X,Element Training,108
3/18/19,C182,Harold Matthews,782417101-9,AWS Consulting,930
11/27/19,C199,Eugene Cunningham,733547075-7,Web Design,874
11/11/19,C118,Sean Olson,271951398-9,Power BI Consulting,622
1/18/19,C243,Earl Franklin,271951398-9,Power BI Consulting,858
10/8/19,C070,Larry Ross,542176934-8,Financial Reporting,176
6/15/19,C163,Keith Schmidt,949632246-8,Azure Consulting,855
10/20/19,C095,Frank Mason,941254104-X,Element Training,896
9/26/19,C244,Harry Hudson,271951398-9,Power BI Consulting,611
6/11/19,C075,Paul Chapman,271951398-9,Power BI Consulting,425
6/27/19,C192,Sean Vasquez,281914369-5,Web Hosting,853
10/16/19,C205,Daniel Carroll,733547075-7,Web Design,880
10/7/19,C171,Peter Cook,542176934-8,Financial Reporting,973
8/12/19,C114,Juan Perez,094714157-X,Consulting,597
6/5/19,C155,Gregory Welch,941254104-X,Element Training,731
11/15/19,C140,Billy Evans,847676762-5,Linux Consulting,306
1/23/19,C176,Donald Collins,094714157-X,Consulting,854
5/6/19,C205,Daniel Carroll,847676762-5,Linux Consulting,837
8/22/19,C150,Gregory Ramirez,941254104-X,Element Training,609
4/6/19,C209,Juan Ramirez,542176934-8,Financial Reporting,104
1/19/19,C140,Billy Evans,782417101-9,AWS Consulting,467
2/25/19,C136,Jeremy Allen,782417101-9,AWS Consulting,320
2/22/19,C168,Benjamin Carpenter,847676762-5,Linux Consulting,569
3/22/19,C257,Charles Montgomery,782417101-9,AWS Consulting,334
1/5/19,C014,Raymond Alexander,847676762-5,Linux Consulting,671
1/6/19,C263,Jesse Alvarez,271951398-9,Power BI Consulting,213
7/24/19,C080,Clarence Greene,281914369-5,Web Hosting,609
3/15/19,C230,Larry Ray,949632246-8,Azure Consulting,328
8/24/19,C240,Carlos Hunt,542176934-8,Financial Reporting,592
8/25/19,C263,Jesse Alvarez,733547075-7,Web Design,986
4/24/19,C215,Joseph Lopez,542176934-8,Financial Reporting,844
3/29/19,C014,Raymond Alexander,733547075-7,Web Design,49
11/25/19,C126,Nicholas Williamson,782417101-9,AWS Consulting,401
1/5/19,C059,Douglas Diaz,271951398-9,Power BI Consulting,966
1/30/19,C163,Keith Schmidt,281914369-5,Web Hosting,967
8/7/19,C129,Roy Shaw,941254104-X,Element Training,722
1/22/19,C235,Mark Simmons,941254104-X,Element Training,407
1/28/19,C020,Steve Diaz,941254104-X,Element Training,21
7/8/19,C015,Jason Duncan,094714157-X,Consulting,941
8/27/19,C121,Willie Day,847676762-5,Linux Consulting,803
1/22/19,C100,Steve Wells,788959641-3,Networking,400
11/4/19,C177,Todd Watson,949632246-8,Azure Consulting,561
3/7/19,C086,Joshua Williams,094714157-X,Consulting,952
1/12/19,C180,Juan Scott,949632246-8,Azure Consulting,40
1/26/19,C222,Juan Hunt,788959641-3,Networking,215
8/9/19,C033,Jonathan Hawkins,542176934-8,Financial Reporting,933
9/30/19,C181,Howard Lynch,782417101-9,AWS Consulting,628
1/5/19,C188,Nicholas Morrison,281914369-5,Web Hosting,838
5/1/19,C181,Howard Lynch,094714157-X,Consulting,548
6/21/19,C008,Ernest Rivera,281914369-5,Web Hosting,830
6/21/19,C235,Mark Simmons,782417101-9,AWS Consulting,464
2/26/19,C152,Michael Lane,782417101-9,AWS Consulting,58
3/21/19,C237,Richard Peterson,094714157-X,Consulting,86
2/10/19,C066,Matthew Lewis,733547075-7,Web Design,77
11/15/19,C243,Earl Franklin,281914369-5,Web Hosting,549
3/14/19,C175,Wayne Rodriguez,782417101-9,AWS Consulting,680
7/31/19,C096,George Stanley,788959641-3,Networking,739
10/21/19,C244,Harry Hudson,788959641-3,Networking,616
9/16/19,C241,Michael Allen,949632246-8,Azure Consulting,521
3/13/19,C229,Brandon Wright,941254104-X,Element Training,174
4/24/19,C122,Benjamin Morgan,094714157-X,Consulting,352
9/3/19,C197,Peter Castillo,847676762-5,Linux Consulting,871
2/28/19,C099,Jack Stevens,788959641-3,Networking,747
12/1/19,C259,Gregory Jackson,949632246-8,Azure Consulting,686
3/9/19,C232,George Ellis,271951398-9,Power BI Consulting,393
3/21/19,C120,Juan Lawrence,733547075-7,Web Design,187
4/18/19,C166,Shawn Snyder,949632246-8,Azure Consulting,806
6/20/19,C089,Patrick Rivera,542176934-8,Financial Reporting,844
12/3/19,C184,Willie Mason,941254104-X,Element Training,135
1/27/19,C162,John Robertson,733547075-7,Web Design,556
10/6/19,C142,Phillip Harvey,094714157-X,Consulting,179
3/16/19,C179,Matthew Nguyen,941254104-X,Element Training,552
7/15/19,C189,Ryan Taylor,733547075-7,Web Design,908
1/11/19,C170,Jason Diaz,788959641-3,Networking,748
10/6/19,C112,Jason Gray,788959641-3,Networking,162
11/8/19,C089,Patrick Rivera,281914369-5,Web Hosting,150
11/21/19,C011,Bruce Porter,733547075-7,Web Design,778
4/18/19,C016,Phillip Peters,847676762-5,Linux Consulting,497
3/25/19,C080,Clarence Greene,094714157-X,Consulting,146
12/3/19,C154,George Adams,847676762-5,Linux Consulting,791
7/18/19,C233,Justin Butler,271951398-9,Power BI Consulting,263
1/5/19,C263,Jesse Alvarez,733547075-7,Web Design,23
4/17/19,C084,Richard Hudson,094714157-X,Consulting,20
4/28/19,C081,Eric Ward,281914369-5,Web Hosting,172
10/26/19,C180,Juan Scott,788959641-3,Networking,451
1/10/19,C260,Edward Walker,281914369-5,Web Hosting,786
12/28/19,C120,Juan Lawrence,542176934-8,Financial Reporting,862
4/7/19,C227,Ralph Banks,281914369-5,Web Hosting,270
2/17/19,C104,Raymond Burke,733547075-7,Web Design,376
11/23/19,C251,Christopher Ramos,788959641-3,Networking,595
3/16/19,C126,Nicholas Williamson,949632246-8,Azure Consulting,969
5/31/19,C067,Gerald Alvarez,542176934-8,Financial Reporting,616
7/29/19,C025,Keith Griffin,271951398-9,Power BI Consulting,529
2/28/19,C133,Jose Riley,542176934-8,Financial Reporting,734
11/16/19,C041,Shawn Wallace,949632246-8,Azure Consulting,961
4/3/19,C130,Keith Murphy,782417101-9,AWS Consulting,636
9/27/19,C207,Carl Anderson,941254104-X,Element Training,728
11/10/19,C110,Samuel Price,542176934-8,Financial Reporting,586
6/15/19,C184,Willie Mason,949632246-8,Azure Consulting,302
10/1/19,C071,James Foster,782417101-9,AWS Consulting,283
10/18/19,C132,Roy Carpenter,733547075-7,Web Design,194
4/16/19,C112,Jason Gray,542176934-8,Financial Reporting,342
8/8/19,C124,Thomas Gonzales,847676762-5,Linux Consulting,932
3/26/19,C211,Christopher Kim,094714157-X,Consulting,911
10/28/19,C159,Steven Howard,941254104-X,Element Training,817
1/12/19,C062,Walter Watson,733547075-7,Web Design,36
2/22/19,C245,Anthony Parker,949632246-8,Azure Consulting,354
7/14/19,C006,Jeremy Vasquez,941254104-X,Element Training,504
5/21/19,C104,Raymond Burke,941254104-X,Element Training,852
3/19/19,C203,Gregory Boyd,271951398-9,Power BI Consulting,790
4/11/19,C224,Andrew Butler,271951398-9,Power BI Consulting,665
5/20/19,C245,Anthony Parker,271951398-9,Power BI Consulting,930
5/10/19,C241,Michael Allen,941254104-X,Element Training,643
1/3/19,C188,Nicholas Morrison,271951398-9,Power BI Consulting,409
1/6/19,C199,Eugene Cunningham,542176934-8,Financial Reporting,167
1/15/19,C069,Nicholas Stanley,941254104-X,Element Training,722
1/2/19,C011,Bruce Porter,271951398-9,Power BI Consulting,734
6/5/19,C067,Gerald Alvarez,733547075-7,Web Design,24
11/25/19,C168,Benjamin Carpenter,949632246-8,Azure Consulting,927
3/15/19,C093,Gerald Rogers,949632246-8,Azure Consulting,852
4/28/19,C211,Christopher Kim,847676762-5,Linux Consulting,226
4/27/19,C030,Shawn Cook,847676762-5,Linux Consulting,180
12/12/19,C237,Richard Peterson,094714157-X,Consulting,881
2/16/19,C081,Eric Ward,094714157-X,Consulting,950
8/4/19,C253,Clarence Austin,271951398-9,Power BI Consulting,294
8/22/19,C211,Christopher Kim,949632246-8,Azure Consulting,115
11/10/19,C149,Todd Price,847676762-5,Linux Consulting,903
1/11/19,C097,Sean Black,281914369-5,Web Hosting,666
3/23/19,C225,Eric Moore,271951398-9,Power BI Consulting,88
12/18/19,C038,Roger Alexander,733547075-7,Web Design,231
6/19/19,C192,Sean Vasquez,281914369-5,Web Hosting,341
9/23/19,C149,Todd Price,941254104-X,Element Training,297
11/2/19,C119,Thomas Duncan,788959641-3,Networking,739
4/4/19,C009,Victor Martinez,542176934-8,Financial Reporting,880
6/8/19,C068,Todd Davis,949632246-8,Azure Consulting,653
7/10/19,C160,Albert Robinson,094714157-X,Consulting,682
7/31/19,C182,Harold Matthews,782417101-9,AWS Consulting,769
11/20/19,C123,Jeremy Peterson,271951398-9,Power BI Consulting,417
3/25/19,C197,Peter Castillo,941254104-X,Element Training,454
5/9/19,C005,Gregory Simmons,542176934-8,Financial Reporting,397
9/16/19,C017,James Castillo,281914369-5,Web Hosting,591
11/20/19,C207,Carl Anderson,094714157-X,Consulting,371
4/19/19,C191,Nicholas Ward,788959641-3,Networking,621
3/4/19,C139,Russell Bailey,281914369-5,Web Hosting,61
6/4/19,C115,Brian Taylor,733547075-7,Web Design,370
6/26/19,C055,Jose Williams,271951398-9,Power BI Consulting,57
7/17/19,C028,Stephen Payne,542176934-8,Financial Reporting,812
8/6/19,C190,Victor Rogers,847676762-5,Linux Consulting,22
12/8/19,C033,Jonathan Hawkins,788959641-3,Networking,106
11/5/19,C154,George Adams,847676762-5,Linux Consulting,275
1/4/19,C231,Gary Baker,941254104-X,Element Training,160
10/16/19,C241,Michael Allen,271951398-9,Power BI Consulting,249
10/22/19,C062,Walter Watson,733547075-7,Web Design,933
2/9/19,C113,Adam Riley,271951398-9,Power BI Consulting,384
11/6/19,C023,Dennis Ruiz,788959641-3,Networking,165
8/15/19,C083,Raymond Barnes,949632246-8,Azure Consulting,472
7/7/19,C059,Douglas Diaz,281914369-5,Web Hosting,781
8/24/19,C044,Samuel Fowler,782417101-9,AWS Consulting,517
7/9/19,C003,Mark Montgomery,281914369-5,Web Hosting,972
1/11/19,C102,Philip Bailey,281914369-5,Web Hosting,561
4/17/19,C195,Ernest Knight,733547075-7,Web Design,98
7/27/19,C174,Peter Wells,847676762-5,Linux Consulting,134
3/27/19,C164,Stephen Andrews,847676762-5,Linux Consulting,833
9/6/19,C135,Robert Jackson,949632246-8,Azure Consulting,179
3/14/19,C187,Christopher Wright,271951398-9,Power BI Consulting,940
7/4/19,C256,Aaron Moreno,782417101-9,AWS Consulting,729
9/2/19,C081,Eric Ward,941254104-X,Element Training,724
11/9/19,C231,Gary Baker,271951398-9,Power BI Consulting,632
6/17/19,C167,Daniel Nguyen,782417101-9,AWS Consulting,429
8/14/19,C100,Steve Wells,782417101-9,AWS Consulting,941
12/3/19,C206,Eric Shaw,281914369-5,Web Hosting,371
8/5/19,C160,Albert Robinson,788959641-3,Networking,106
1/8/19,C054,Joseph Walker,094714157-X,Consulting,148
11/8/19,C168,Benjamin Carpenter,094714157-X,Consulting,742
9/12/19,C090,Brian Warren,949632246-8,Azure Consulting,412
1/28/19,C043,Anthony Torres,733547075-7,Web Design,912
5/28/19,C028,Stephen Payne,271951398-9,Power BI Consulting,88
6/22/19,C134,Roy Murphy,094714157-X,Consulting,958
10/12/19,C072,Henry Elliott,733547075-7,Web Design,883
4/8/19,C256,Aaron Moreno,941254104-X,Element Training,310
10/8/19,C026,Jerry Green,949632246-8,Azure Consulting,685
10/23/19,C135,Robert Jackson,941254104-X,Element Training,98
9/21/19,C154,George Adams,733547075-7,Web Design,923
10/24/19,C089,Patrick Rivera,788959641-3,Networking,209
3/30/19,C093,Gerald Rogers,949632246-8,Azure Consulting,197
4/18/19,C248,Jonathan Cox,949632246-8,Azure Consulting,255
10/24/19,C250,Arthur Webb,271951398-9,Power BI Consulting,691
3/7/19,C146,Russell Boyd,847676762-5,Linux Consulting,437
7/3/19,C009,Victor Martinez,281914369-5,Web Hosting,183
9/15/19,C037,Paul Holmes,788959641-3,Networking,499
4/6/19,C236,Michael Ward,949632246-8,Azure Consulting,585
1/12/19,C086,Joshua Williams,542176934-8,Financial Reporting,107
8/7/19,C028,Stephen Payne,281914369-5,Web Hosting,421
9/13/19,C002,Victor Ramos,847676762-5,Linux Consulting,326
9/1/19,C078,Eugene Brooks,847676762-5,Linux Consulting,705
11/21/19,C102,Philip Bailey,847676762-5,Linux Consulting,206
1/15/19,C114,Juan Perez,271951398-9,Power BI Consulting,952
7/28/19,C203,Gregory Boyd,847676762-5,Linux Consulting,411
9/19/19,C006,Jeremy Vasquez,094714157-X,Consulting,561
1/5/19,C103,Samuel Stewart,271951398-9,Power BI Consulting,548
2/12/19,C025,Keith Griffin,847676762-5,Linux Consulting,440
4/6/19,C262,Victor Lawson,782417101-9,AWS Consulting,658
2/18/19,C249,Daniel Dixon,782417101-9,AWS Consulting,992
7/15/19,C019,Shawn Long,949632246-8,Azure Consulting,887
6/23/19,C256,Aaron Moreno,782417101-9,AWS Consulting,658
8/23/19,C226,Billy Kennedy,542176934-8,Financial Reporting,464
11/19/19,C027,Chris Armstrong,281914369-5,Web Hosting,437
11/14/19,C160,Albert Robinson,847676762-5,Linux Consulting,325
12/15/19,C151,Antonio Morris,941254104-X,Element Training,441
1/2/19,C172,Joshua Romero,782417101-9,AWS Consulting,202
8/20/19,C045,Joe Price,094714157-X,Consulting,287
5/3/19,C077,Edward Mason,941254104-X,Element Training,881
8/29/19,C029,Joshua Bennett,271951398-9,Power BI Consulting,659
11/9/19,C149,Todd Price,788959641-3,Networking,996
6/14/19,C044,Samuel Fowler,281914369-5,Web Hosting,670
1/18/19,C103,Samuel Stewart,542176934-8,Financial Reporting,517
4/15/19,C215,Joseph Lopez,271951398-9,Power BI Consulting,625
11/27/19,C178,Wayne Stone,271951398-9,Power BI Consulting,806
9/29/19,C102,Philip Bailey,271951398-9,Power BI Consulting,405
1/29/19,C082,Edward Wright,788959641-3,Networking,141
9/17/19,C144,Louis Johnston,733547075-7,Web Design,613
5/9/19,C064,Philip Wheeler,271951398-9,Power BI Consulting,581
6/29/19,C166,Shawn Snyder,941254104-X,Element Training,141
10/26/19,C257,Charles Montgomery,281914369-5,Web Hosting,69
10/21/19,C157,Aaron Johnson,788959641-3,Networking,719
5/24/19,C055,Jose Williams,733547075-7,Web Design,837
9/2/19,C170,Jason Diaz,788959641-3,Networking,845
8/21/19,C124,Thomas Gonzales,847676762-5,Linux Consulting,654
7/8/19,C203,Gregory Boyd,782417101-9,AWS Consulting,928
12/24/19,C253,Clarence Austin,733547075-7,Web Design,446
12/23/19,C214,Wayne Gordon,271951398-9,Power BI Consulting,564
10/10/19,C245,Anthony Parker,733547075-7,Web Design,213
3/18/19,C190,Victor Rogers,949632246-8,Azure Consulting,464
11/7/19,C094,Jeremy Arnold,271951398-9,Power BI Consulting,579
10/6/19,C036,Todd Roberts,847676762-5,Linux Consulting,265
6/18/19,C182,Harold Matthews,782417101-9,AWS Consulting,73
3/25/19,C138,Daniel Fernandez,941254104-X,Element Training,312
10/13/19,C258,Daniel Perry,949632246-8,Azure Consulting,56
4/6/19,C109,Craig Reyes,941254104-X,Element Training,114
5/6/19,C172,Joshua Romero,094714157-X,Consulting,48
9/23/19,C133,Jose Riley,733547075-7,Web Design,109
2/11/19,C177,Todd Watson,281914369-5,Web Hosting,762
1/6/19,C185,Eric Bowman,782417101-9,AWS Consulting,895
1/31/19,C253,Clarence Austin,271951398-9,Power BI Consulting,49
10/5/19,C084,Richard Hudson,542176934-8,Financial Reporting,184
7/6/19,C072,Henry Elliott,733547075-7,Web Design,545
8/6/19,C006,Jeremy Vasquez,094714157-X,Consulting,782
4/13/19,C227,Ralph Banks,094714157-X,Consulting,958
8/6/19,C072,Henry Elliott,847676762-5,Linux Consulting,897
12/22/19,C175,Wayne Rodriguez,847676762-5,Linux Consulting,105
7/21/19,C082,Edward Wright,733547075-7,Web Design,195
8/8/19,C227,Ralph Banks,733547075-7,Web Design,840
4/19/19,C243,Earl Franklin,847676762-5,Linux Consulting,264
2/13/19,C004,Dennis Morris,733547075-7,Web Design,304
8/14/19,C164,Stephen Andrews,271951398-9,Power BI Consulting,38
3/3/19,C030,Shawn Cook,941254104-X,Element Training,234
7/24/19,C231,Gary Baker,542176934-8,Financial Reporting,655
9/4/19,C079,Michael Lewis,949632246-8,Azure Consulting,717
2/25/19,C153,Mark Lee,733547075-7,Web Design,180
3/16/19,C013,Bruce Butler,941254104-X,Element Training,818
10/14/19,C234,Louis Harris,094714157-X,Consulting,41
4/7/19,C019,Shawn Long,094714157-X,Consulting,376
11/9/19,C023,Dennis Ruiz,788959641-3,Networking,149
12/2/19,C074,Eugene Sims,281914369-5,Web Hosting,395
5/25/19,C047,Roy Rice,847676762-5,Linux Consulting,165
5/30/19,C128,Richard Cunningham,094714157-X,Consulting,735
9/22/19,C071,James Foster,949632246-8,Azure Consulting,60
8/27/19,C196,Jeremy Porter,271951398-9,Power BI Consulting,883
6/9/19,C004,Dennis Morris,788959641-3,Networking,244
10/22/19,C140,Billy Evans,733547075-7,Web Design,41
3/28/19,C180,Juan Scott,847676762-5,Linux Consulting,821
4/9/19,C020,Steve Diaz,733547075-7,Web Design,847
5/21/19,C145,Randy Simpson,847676762-5,Linux Consulting,719
10/30/19,C156,Joshua Anderson,542176934-8,Financial Reporting,705
10/28/19,C203,Gregory Boyd,542176934-8,Financial Reporting,652
10/16/19,C070,Larry Ross,094714157-X,Consulting,52
3/26/19,C232,George Ellis,542176934-8,Financial Reporting,394
4/23/19,C046,Douglas Tucker,941254104-X,Element Training,249
7/25/19,C148,Jerry Andrews,733547075-7,Web Design,675
4/16/19,C141,Henry Reyes,788959641-3,Networking,337
10/28/19,C103,Samuel Stewart,271951398-9,Power BI Consulting,678
7/15/19,C248,Jonathan Cox,542176934-8,Financial Reporting,145
2/21/19,C164,Stephen Andrews,542176934-8,Financial Reporting,951
1/12/19,C130,Keith Murphy,782417101-9,AWS Consulting,849
6/2/19,C084,Richard Hudson,542176934-8,Financial Reporting,270
7/15/19,C258,Daniel Perry,281914369-5,Web Hosting,190
1/16/19,C071,James Foster,847676762-5,Linux Consulting,675
11/14/19,C136,Jeremy Allen,941254104-X,Element Training,387
7/12/19,C159,Steven Howard,782417101-9,AWS Consulting,873
7/31/19,C081,Eric Ward,542176934-8,Financial Reporting,977
1/6/19,C003,Mark Montgomery,094714157-X,Consulting,581
11/15/19,C105,Clarence Cunningham,782417101-9,AWS Consulting,973
12/31/19,C247,Ronald Bradley,782417101-9,AWS Consulting,404
12/16/19,C169,Johnny Butler,847676762-5,Linux Consulting,721
10/7/19,C065,Adam Myers,271951398-9,Power BI Consulting,695
3/27/19,C058,David Ford,788959641-3,Networking,879
5/1/19,C031,George Lewis,271951398-9,Power BI Consulting,186
12/23/19,C109,Craig Reyes,782417101-9,AWS Consulting,176
12/2/19,C064,Philip Wheeler,733547075-7,Web Design,284
5/24/19,C137,Charles Bell,542176934-8,Financial Reporting,650
4/4/19,C159,Steven Howard,782417101-9,AWS Consulting,607
3/31/19,C012,Nicholas Simmons,281914369-5,Web Hosting,938
3/20/19,C083,Raymond Barnes,788959641-3,Networking,997
6/9/19,C174,Peter Wells,281914369-5,Web Hosting,545
7/30/19,C097,Sean Black,271951398-9,Power BI Consulting,951
3/8/19,C118,Sean Olson,941254104-X,Element Training,64
12/20/19,C075,Paul Chapman,949632246-8,Azure Consulting,448
9/28/19,C127,Thomas Holmes,941254104-X,Element Training,184
3/26/19,C251,Christopher Ramos,941254104-X,Element Training,459
10/12/19,C208,Kevin Kim,542176934-8,Financial Reporting,629
10/6/19,C051,Carlos Miller,094714157-X,Consulting,749
11/8/19,C049,Donald Reynolds,949632246-8,Azure Consulting,401
8/18/19,C214,Wayne Gordon,847676762-5,Linux Consulting,610
8/13/19,C141,Henry Reyes,271951398-9,Power BI Consulting,956
6/2/19,C062,Walter Watson,941254104-X,Element Training,620
8/25/19,C127,Thomas Holmes,281914369-5,Web Hosting,444
3/24/19,C234,Louis Harris,281914369-5,Web Hosting,783
2/18/19,C177,Todd Watson,281914369-5,Web Hosting,758
3/6/19,C260,Edward Walker,941254104-X,Element Training,488
9/11/19,C256,Aaron Moreno,094714157-X,Consulting,313
5/12/19,C112,Jason Gray,542176934-8,Financial Reporting,54
2/20/19,C070,Larry Ross,782417101-9,AWS Consulting,668
3/3/19,C220,Carl Collins,281914369-5,Web Hosting,975
12/4/19,C211,Christopher Kim,941254104-X,Element Training,415
4/27/19,C020,Steve Diaz,788959641-3,Networking,210
8/3/19,C051,Carlos Miller,094714157-X,Consulting,39
2/9/19,C184,Willie Mason,941254104-X,Element Training,641
7/1/19,C139,Russell Bailey,847676762-5,Linux Consulting,470
9/2/19,C051,Carlos Miller,782417101-9,AWS Consulting,190
7/31/19,C047,Roy Rice,542176934-8,Financial Reporting,894
4/3/19,C255,Gregory Porter,733547075-7,Web Design,845
12/16/19,C077,Edward Mason,847676762-5,Linux Consulting,632
11/5/19,C117,Jason Hudson,281914369-5,Web Hosting,574
8/19/19,C014,Raymond Alexander,733547075-7,Web Design,327
8/9/19,C188,Nicholas Morrison,271951398-9,Power BI Consulting,57
8/15/19,C048,Patrick Graham,782417101-9,AWS Consulting,891
12/18/19,C161,Fred Romero,271951398-9,Power BI Consulting,469
3/16/19,C071,James Foster,782417101-9,AWS Consulting,830
5/10/19,C040,Frank Brown,847676762-5,Linux Consulting,190
3/19/19,C234,Louis Harris,782417101-9,AWS Consulting,721
11/29/19,C182,Harold Matthews,094714157-X,Consulting,535
6/15/19,C174,Peter Wells,733547075-7,Web Design,243
8/8/19,C084,Richard Hudson,094714157-X,Consulting,421
10/5/19,C157,Aaron Johnson,782417101-9,AWS Consulting,936
8/31/19,C054,Joseph Walker,094714157-X,Consulting,356
4/1/19,C126,Nicholas Williamson,941254104-X,Element Training,607
4/16/19,C013,Bruce Butler,542176934-8,Financial Reporting,89
9/25/19,C029,Joshua Bennett,788959641-3,Networking,880
11/18/19,C207,Carl Anderson,782417101-9,AWS Consulting,977
6/10/19,C165,Benjamin Carter,542176934-8,Financial Reporting,569
6/4/19,C046,Douglas Tucker,941254104-X,Element Training,857
6/7/19,C068,Todd Davis,281914369-5,Web Hosting,779
9/19/19,C002,Victor Ramos,949632246-8,Azure Consulting,805
5/20/19,C055,Jose Williams,788959641-3,Networking,800
7/8/19,C255,Gregory Porter,847676762-5,Linux Consulting,288
8/21/19,C142,Phillip Harvey,788959641-3,Networking,401
11/24/19,C120,Juan Lawrence,733547075-7,Web Design,593
9/9/19,C069,Nicholas Stanley,941254104-X,Element Training,816
4/17/19,C224,Andrew Butler,733547075-7,Web Design,384
6/28/19,C260,Edward Walker,949632246-8,Azure Consulting,914
1/26/19,C017,James Castillo,271951398-9,Power BI Consulting,821
4/1/19,C213,Martin Berry,542176934-8,Financial Reporting,958
8/21/19,C092,Wayne Ortiz,542176934-8,Financial Reporting,671
8/19/19,C091,Matthew Fernandez,271951398-9,Power BI Consulting,121
5/11/19,C182,Harold Matthews,542176934-8,Financial Reporting,297
7/1/19,C023,Dennis Ruiz,782417101-9,AWS Consulting,691
10/24/19,C077,Edward Mason,271951398-9,Power BI Consulting,363
8/9/19,C113,Adam Riley,271951398-9,Power BI Consulting,687
3/14/19,C248,Jonathan Cox,542176934-8,Financial Reporting,897
12/5/19,C023,Dennis Ruiz,271951398-9,Power BI Consulting,91
11/22/19,C073,Bruce Hamilton,941254104-X,Element Training,768
6/28/19,C205,Daniel Carroll,542176934-8,Financial Reporting,959
6/5/19,C067,Gerald Alvarez,788959641-3,Networking,773
11/12/19,C083,Raymond Barnes,542176934-8,Financial Reporting,595
6/25/19,C091,Matthew Fernandez,788959641-3,Networking,89
10/14/19,C145,Randy Simpson,949632246-8,Azure Consulting,746
8/4/19,C059,Douglas Diaz,847676762-5,Linux Consulting,561
6/18/19,C211,Christopher Kim,941254104-X,Element Training,110
8/30/19,C257,Charles Montgomery,847676762-5,Linux Consulting,248
7/26/19,C173,Adam Wheeler,847676762-5,Linux Consulting,473
7/17/19,C046,Douglas Tucker,281914369-5,Web Hosting,24
12/29/19,C098,Louis White,788959641-3,Networking,144
3/11/19,C064,Philip Wheeler,733547075-7,Web Design,219
11/10/19,C042,Nicholas Cunningham,281914369-5,Web Hosting,589
4/1/19,C263,Jesse Alvarez,949632246-8,Azure Consulting,826
5/6/19,C043,Anthony Torres,281914369-5,Web Hosting,424
12/20/19,C082,Edward Wright,733547075-7,Web Design,391
4/19/19,C235,Mark Simmons,271951398-9,Power BI Consulting,224
11/22/19,C062,Walter Watson,281914369-5,Web Hosting,726
10/16/19,C100,Steve Wells,847676762-5,Linux Consulting,627
9/21/19,C029,Joshua Bennett,949632246-8,Azure Consulting,322
12/29/19,C100,Steve Wells,281914369-5,Web Hosting,36
3/10/19,C102,Philip Bailey,941254104-X,Element Training,760
1/7/19,C088,Peter Gilbert,847676762-5,Linux Consulting,398
12/22/19,C077,Edward Mason,788959641-3,Networking,650
9/11/19,C253,Clarence Austin,788959641-3,Networking,377
12/13/19,C132,Roy Carpenter,094714157-X,Consulting,912
5/15/19,C177,Todd Watson,847676762-5,Linux Consulting,588
3/29/19,C119,Thomas Duncan,782417101-9,AWS Consulting,351
3/4/19,C046,Douglas Tucker,847676762-5,Linux Consulting,701
12/10/19,C003,Mark Montgomery,281914369-5,Web Hosting,918
